-8.295159946388214678e+01,-1.643114507819882419e+01,-2.092571941612520092e+01,8.404238771520984130e+01
-6.102240086282967013e+01,9.518626607840322151e+01,1.627963999613133339e+01,5.326207801188324709e+00
-9.592490575164391942e+01,3.576571355903882221e+01,2.949544897721112946e+00,-1.584664683326373869e+01
-7.383065661265550261e+01,-3.622014373571545320e+01,-3.198024377239280014e+01,-3.874257237258851916e+01
2.816197627667764891e+01,5.045745556113492825e+01,-5.974852600596778984e+01,-5.466087019827966742e+00
1.305046061950955583e+01,9.716288832180899249e+01,3.215797920660963882e+01,4.325659667750656467e+01
2.304420892599089399e+01,-1.545751090609817169e+01,5.313699037541183401e+01,-3.550774213251747824e+01
-4.441913468720453118e-01,9.025178642174400689e-01,3.468480029681486609e-01,-5.178202745716564692e-02
1.894435952296920433e+01,-3.558732688219994600e+01,-3.703932497536654012e+01,7.356503077561676207e+01
4.668483607946451741e+01,5.403050614316453704e+01,2.766762693591476818e+01,9.858770568119751943e+01
2.003736953285682887e+01,9.968598456937074559e+01,2.302287302903474853e+01,-8.263848555523794914e+01
6.120345882156577044e-01,-8.493420866563443639e-01,2.864677531303336799e-01,-3.176811429144967835e-01
-1.448698925723188591e-01,-5.704968695966221581e-01,5.149945976293039962e-01,-2.733958093108999066e-01
4.847139358055378722e+01,-1.207581775348593034e+01,-8.263864796587918704e+01,8.039320744648000527e+01
5.779180344601419961e+01,-6.295342506614833411e+00,6.786007994215015060e+01,1.007024865928319457e+02
7.117746193711522729e-01,-1.457753754976773841e-01,-7.612486375788738435e-01,-2.002097291667559453e-01
